id_review,review_text,relative_date,review_date,retrieval_date,rating,username,n_review_user,url_place,name_place,sentimiento,texto_limpio
ChZDSUhNMG9nS0VJQ0FnSURQNk4tWmJnEAE,Excelente ambiente por fuera y por dentro,Hace 8 meses,2024-12-09 09:26:03.628769,2025-08-06 09:26:03.628769,5,giancarlo aguilar requena,0,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,excelente ambiente dentro
ChdDSUhNMG9nS0VJQ0FnSUNua09yS3VRRRAB,La mejor universidad del país.,Hace 10 meses,2024-10-10 09:26:07.814785,2025-08-06 09:26:07.814785,5,Fabián Vera Pozo,2,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,mejor universidad país
ChZDSUhNMG9nS0VJQ0FnSURicjctNUhBEAE,👍👍👍👍Excelente…,Hace 11 meses,2024-09-10 09:26:07.815185,2025-08-06 09:26:07.815185,5,Karina Rivas Huamani,3,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,excelente
ChZDSUhNMG9nS0VJQ0FnSUNibjhHbE9nEAE,Muy bonito,Hace un año,2024-08-06 09:26:07.815695,2025-08-06 09:26:07.815695,5,Eduardo Anderson,20,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,bonito
ChZDSUhNMG9nS0VJQ0FnSURMMS0tWEhnEAE,Excelente curso de cobranza.,Hace un año,2024-08-06 09:26:07.816349,2025-08-06 09:26:07.816349,5,Edwin Carlos Chinchay Facundo,14,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,excelente curso cobranza
ChdDSUhNMG9nS0VJQ0FnSUR6em9XTW13RRAB,Cuenta con instalaciones de buena infraestructura pero recomendaría el aumento del espacio con el que cuentan. Sé que es complicado pero como consejo vale la pena mencionarlo.,Hace un año,2024-08-06 09:26:07.817645,2025-08-06 09:26:07.817645,5,Angel F.,0,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,contar instalación buen infraestructura recomendar aumento espacio contar complicado consejo valer pena mencionar él
ChZDSUhNMG9nS0VJQ0FnSUNkNzdHMU1nEAE,La mejor universidad en negocios,Hace un año,2024-08-06 09:26:12.036847,2025-08-06 09:26:12.036847,5,Juan José VA,4,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,mejor universidad negocio
ChdDSUhNMG9nS0VJQ0FnSURON1lPLXVnRRAB,es bueno,Hace un año,2024-08-06 09:26:12.038059,2025-08-06 09:26:12.038059,5,Jorge Luis Mere Edtrada,9,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,bueno
ChZDSUhNMG9nS0VJQ0FnSURONnVTc1d3EAE,Los ambientes tanto de estudio y de conferencia son realmente de lo que uno espera,Hace un año,2024-08-06 09:26:12.038574,2025-08-06 09:26:12.038574,4,Rolando Ceron Perez,25,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,ambiente estudio conferencia realmente esperar
ChdDSUhNMG9nS0VJQ0FnSUMxN2UtMV93RRAB,👏…,Hace un año,2024-08-06 09:26:12.039007,2025-08-06 09:26:12.039007,5,mario teves,28,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,
ChdDSUhNMG9nS0VJQ0FnSUNsLVlfWHd3RRAB,La UP es una de las universidades líderes en Perú en economía y negocios.,Hace un año,2024-08-06 09:26:16.278380,2025-08-06 09:26:16.278380,4,Oscar Manuel Mendoza Vargas,428,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,universidad líder perú economía negocio
ChdDSUhNMG9nS0VJQ0FnSUQ1c3FxQTVnRRAB,"Es una completa basura tanto como a educación, infraestructura estructura, baños, y personas que dan asco",Hace un año,2024-08-06 09:26:16.279253,2025-08-06 09:26:16.279253,1,jorge 737,0,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Negativo,completo basura educación infraestructuro estructura baño persona dar asco
ChdDSUhNMG9nS0VJQ0FnSURaMC1ESHhRRRAB,"Se les exige que expulsen a la estudiante schadenfreude que con su actitud embarra a todos incluyendo la reputación de la universidad, una persona así es nociva",Hace un año,2024-08-06 09:26:16.279735,2025-08-06 09:26:16.279735,3,Iris Carrillo,76,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Neutral,exigir expulsar estudiante schadenfreude actitud embarra incluir reputación universidad persona así nocivo
ChZDSUhNMG9nS0VJQ0FnSURaNGYzMU1BEAE,Nunca contestan los teléfonos.,Hace un año,2024-08-06 09:26:16.280117,2025-08-06 09:26:16.280117,5,Fiorela Puente de la Vega,0,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,nunca contestar teléfono
ChdDSUhNMG9nS0VJQ0FnSUNaam9PNG5RRRAB,Excelente centro de estudios superiores,Hace un año,2024-08-06 09:26:16.280511,2025-08-06 09:26:16.280511,5,Italo Pizzino Pacheco,123,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,excelente centro estudio superior
ChdDSUhNMG9nS0VJQ0FnSUR4dTd5X2lRRRAB,"Profesores con gran experiencia, y metodología de enseñar",Hace 2 años,2023-08-07 09:26:16.281615,2025-08-06 09:26:16.281615,5,Sergio yacila rodriguez,183,"https://www.google.com/maps/place/Universidad+del+Pac%C3%ADfico/@-12.0835487,-77.0511725,17z/data=!4m10!1m2!2m1!1suniversidad+del+pac%C3%ADfico!3m6!1s0x9105c8f8e3ad6bf9:0x2f894cba5bc36a45!8m2!3d-12.0837969!4d-77.048806!15sChl1bml2ZXJzaWRhZCBkZWwgcGFjw61maWNvkgEScHJpdmF0ZV91bml2ZXJzaXR5qgFMCgkvbS8wNmdqODQQATIeEAEiGr_QCcNbfMneMbwvgklMis1SdwU5f-FeivSdMh0QAiIZdW5pdmVyc2lkYWQgZGVsIHBhY8OtZmljb-ABAA!16zL20vMDZnajg0?entry=ttu&g_ep=EgoyMDI1MDgwMy4wIKXMDSoASAFQAw%3D%3D",Universidad del Pacífico,Positivo,profesor gran experiencia metodología enseñar
